anime_id,name,genre,type,episodes,rating,members,image_url
6973,Senkou no Night Raid,"Action, Historical, Military, Super Power",TV,13,6.99,28284,
8800,Senkou no Night Raid Specials,"Action, Historical, Military, Super Power",Special,3,6.99,3667,
1703,Tokyo Tribe 2,"Action, Drama",TV,13,6.99,5060,
2492,Touch 2: Sayonara no Okurimono,"Drama, Romance, Sports",Movie,1,6.99,1076,
3317,Uchuusen Sagittarius,"Adventure, Sci-Fi",TV,77,6.99,370,
1648,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,"Comedy, Romance, Sci-Fi",OVA,2,6.99,3993,
1923,Urusei Yatsura Movie 4: Lum The Forever,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,6.99,2745,
2087,VS Knight Lamune &amp; 40 Fire,"Comedy, Fantasy, Mecha, Shounen",TV,26,6.99,1150,
3196,Wakakusa no Charlotte,"Drama, Historical, Kids, Shoujo, Slice of Life",TV,30,6.99,1019,
2554,Ai Shoujo Pollyanna Story,"Drama, Historical, Slice of Life",TV,51,6.98,2427,
28391,Ao no Kanata no Four Rhythm,"Drama, School, Sci-Fi, Sports",TV,12,6.98,72174,
812,Chikyuu Shoujo Arjuna,"Adventure, Drama, Magic, Sci-Fi",TV,13,6.98,17520,
2090,Choujikuu Seiki Orguss 02,"Action, Adventure, Mecha, Romance, Sci-Fi, Shounen",OVA,6,6.98,1556,
10259,Da Yu Hai Tang,"Adventure, Supernatural",Movie,1,6.98,7639,
1837,Dokkoida,"Action, Adventure, Comedy, Parody, Sci-Fi, Shounen",TV,12,6.98,3462,
2646,Dorami &amp; Doraemons: Robot School&#039;s Seven Mysteries,Fantasy,Movie,1,6.98,569,
1930,Futari wa Precure: Max Heart Movie 1,"Comedy, Fantasy, Magic, Shoujo",Movie,1,6.98,3094,
22189,Futsuu no Joshikousei ga [Locodol] Yattemita.,"Comedy, Seinen",TV,12,6.98,27417,
30039,Future Card Buddyfight 100,Game,TV,50,6.98,1365,
10604,Hidan no Aria Special,"Action, Comedy, Mystery, Romance",Special,1,6.98,32988,
31068,Hime Chen! Otogi Chikku Idol Lilpri (2011),"Magic, Shoujo",TV,51,6.98,464,
3349,Kiddy GiRL-AND,"Action, Comedy, Sci-Fi, Super Power",TV,24,6.98,13368,
28423,Kyoukai no Rinne (TV),"Comedy, Romance, School, Shounen, Supernatural",TV,25,6.98,47036,
10893,Kyousou Giga,"Action, Fantasy, Supernatural",ONA,1,6.98,31096,
6209,Macross 7 Plus,"Mecha, Music, Slice of Life",Special,11,6.98,3894,
89,Mobile Suit Victory Gundam,"Drama, Mecha, Military, Sci-Fi, Space",TV,51,6.98,12673,
5395,Nekketsu Saikyou Go-Saurer,"Action, Mecha, Sci-Fi",TV,51,6.98,405,
18095,Nourin,"Comedy, Ecchi, Romance, School",TV,12,6.98,76069,
10549,Precure All Stars GoGo Dream Live!,"Action, Fantasy, Magic, Shoujo",Special,1,6.98,1642,
12863,Pretty Rhythm: Dear My Future,"Music, Shoujo, Slice of Life, Sports",TV,51,6.98,3347,
9127,Zettai Karen Children Gentei Kaikin!! OVA Chou Sakidori Special!!,"Action, Comedy, Shounen, Supernatural",OVA,1,6.98,1664,
300,3x3 Eyes,"Action, Demons, Fantasy, Horror, Romance",OVA,4,6.97,15683,
15411,Arcana Famiglia: Capriccio - stile Arcana Famiglia,"Romance, Shoujo",OVA,1,6.97,12690,
8092,Bakumatsu no Spasibo,Historical,Movie,1,6.97,647,
25045,Barakamon: Mijikamon,Comedy,ONA,13,6.97,18119,
11241,Brave 10,"Action, Adventure, Historical, Samurai, Seinen, Super Power",TV,12,6.97,82205,
1817,DearS: Kin no Tama desu no?,"Comedy, Ecchi, Harem, Romance, Sci-Fi",Special,1,6.97,18412,
25907,Glass no Hana to Kowasu Sekai,Sci-Fi,Movie,1,6.97,17105,
261,Happy☆Lesson: Advance,"Comedy, Harem, Romance, Slice of Life",TV,13,6.97,9989,
24347,Inazuma Eleven: Chou Jigen Dream Match,"Shounen, Sports, Super Power",Movie,1,6.97,2280,
2757,Juuni Senshi Bakuretsu Eto Ranger,"Action, Comedy, Fantasy",TV,39,6.97,936,
1501,Kaleido Star: Good da yo! Goood!!,Comedy,OVA,1,6.97,5044,
9675,Kami nomi zo Shiru Sekai: Flag 0,"Comedy, Shounen, Supernatural",OVA,1,6.97,35753,
2243,Karasu Tengu Kabuto,"Action, Adventure, Drama, Historical",TV,39,6.97,1220,
