anime_id,name,genre,type,episodes,rating,members,image_url
1982,Osu,Slice of Life,Movie,1,5.55,2021,https://cdn.myanimelist.net/images/anime/4/12253.jpg
31115,Schick x Evangelion,"Comedy, Parody",Special,2,5.56,2021,https://cdn.myanimelist.net/images/anime/9/43201.jpg
3817,Space Travelers The Animation,"Sci-Fi, Space",OVA,1,5.55,358,https://cdn.myanimelist.net/images/anime/3/61225.jpg
8682,Television,Horror,ONA,1,5.55,322,https://cdn.myanimelist.net/images/anime/5/23924.jpg
32084,"Watashitachi, Luck Logic-bu!","Comedy, School",TV,12,5.55,1417,https://cdn.myanimelist.net/images/anime/7/77128.jpg
7482,"Yume kara, Samenai","Romance, School",OVA,1,5.55,366,https://cdn.myanimelist.net/images/anime/4/27220.jpg
23079,Glasslip,"Romance, Slice of Life, Supernatural",TV,13,5.54,94108,https://cdn.myanimelist.net/images/anime/12/64265.jpg
7255,Hanaori,Comedy,Movie,1,5.54,450,https://cdn.myanimelist.net/images/anime/1204/135491.jpg
31641,Niedola,Music,Music,1,5.54,131,https://cdn.myanimelist.net/images/anime/10/76253.jpg
22473,Pi~hyara Kouta,"Kids, Music",Music,1,5.54,128,https://cdn.myanimelist.net/images/anime/6/58735.jpg
31624,Tomato ni Natta Otokonoko,Kids,ONA,1,5.54,190,https://cdn.myanimelist.net/images/anime/12/76305.jpg
9967,W: Wish Omake,"Harem, School, Seinen",Special,4,5.54,802,https://cdn.myanimelist.net/images/anime/13/27554.jpg
5246,Adesugata Mahou no Sannin Musume,"Comedy, Magic, Shoujo",OVA,1,5.53,542,https://cdn.myanimelist.net/images/anime/1477/104687.jpg
1627,Choushin Hime Dangaizer 3,"Adventure, Ecchi, Mecha, Sci-Fi",OVA,4,5.53,919,https://cdn.myanimelist.net/images/anime/2/15185.jpg
13369,Cornelis,Comedy,Movie,1,5.53,202,https://cdn.myanimelist.net/images/anime/10/37455.jpg
5549,Dengeki Oshioki Musume Gootaman R: Ai to Kanashimi no Final Battle,"Action, Comedy, Ecchi, Parody",OVA,1,5.53,1258,https://cdn.myanimelist.net/images/anime/1258/117454.jpg
28987,Kamakura,,Movie,1,5.53,164,https://cdn.myanimelist.net/images/anime/10/83345.jpg
19755,Oshiri Kajiri Mushi (TV) 2nd Season,"Comedy, Kids",TV,32,5.53,450,https://cdn.myanimelist.net/images/anime/8/54947.jpg
16373,Peeping Life: The Perfect Evolution,"Comedy, Slice of Life",OVA,10,5.53,313,https://cdn.myanimelist.net/images/anime/12/44189.jpg
1772,Seishoujo Kantai Virgin Fleet,"Fantasy, Military, School, Sci-Fi",OVA,3,5.53,892,https://cdn.myanimelist.net/images/anime/1433/94588.jpg
33692,Shigeo wa Handsome,"Comedy, Drama",ONA,1,5.53,119,https://cdn.myanimelist.net/images/anime/5/81032.jpg
8696,Shiroi Michi,Music,Music,1,5.53,207,https://cdn.myanimelist.net/images/anime/4/23985.jpg
7258,Tabi,"Fantasy, Psychological",Movie,1,5.53,558,https://cdn.myanimelist.net/images/anime/1802/108501.jpg
19977,The Impression of First Gundam,"Action, Mecha, Military, Sci-Fi, Space",Special,1,5.53,585,https://cdn.myanimelist.net/images/anime/5/53333.jpg
8731,Akai Boushi,"Music, Slice of Life",Music,1,5.52,389,https://cdn.myanimelist.net/images/anime/8/24113.jpg
2941,Elysium,"Action, Mecha, Sci-Fi",Movie,1,5.52,950,https://cdn.myanimelist.net/images/anime/1670/112247.jpg
2521,Haja Kyosei G Dangaiou,"Action, Mecha, Sci-Fi",TV,13,5.52,1377,https://cdn.myanimelist.net/images/anime/1303/133414.jpg
11389,Happy Kappy Recap,"Comedy, Fantasy, Shoujo",Special,1,5.52,191,https://cdn.myanimelist.net/images/anime/13/31771.jpg
8782,Hiyoko Gumo,"Fantasy, Kids, Music",Music,1,5.52,490,https://cdn.myanimelist.net/images/anime/5/24231.jpg
32346,makemagic,"Fantasy, Music",Music,1,5.52,178,https://cdn.myanimelist.net/images/anime/8/77602.jpg
19219,Modern No.2,,Movie,1,5.52,374,https://cdn.myanimelist.net/images/anime/11/51519.jpg
31107,Summer Train!,Slice of Life,Special,1,5.52,247,https://cdn.myanimelist.net/images/anime/10/81245.jpg
29955,Insomniac,Music,Music,1,5.51,108,https://cdn.myanimelist.net/images/anime/1402/134007.jpg
7782,Kämpfer Picture Drama,Comedy,Special,1,5.51,10213,https://cdn.myanimelist.net/images/anime/6/25042.jpg
2737,Kouryuu no Mimi: Mina no Shou,"Action, Drama, Super Power",OVA,2,5.51,311,https://cdn.myanimelist.net/images/anime/10/59847.jpg
19207,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,"Comedy, Magic",TV,10,5.51,1936,https://cdn.myanimelist.net/images/anime/7/51505.jpg
8710,SOS TV Walpurgis Night Fever Episode 0,"Comedy, Sci-Fi",Special,1,5.51,542,https://cdn.myanimelist.net/images/anime/9/24007.jpg
6183,You Shoumei Bijutsukan Line,Fantasy,OVA,1,5.51,483,https://cdn.myanimelist.net/images/anime/9/13678.jpg
28809,Macross Fufonfia Specials,"Comedy, Parody",Special,3,5.5,335,https://cdn.myanimelist.net/images/anime/3/69531.jpg
31494,Mini-Chara Macross,"Comedy, Mecha, Parody",Special,1,5.5,278,https://cdn.myanimelist.net/images/anime/1553/137717.jpg
17161,Peeping Life: The Perfect Emotion Special,"Comedy, Slice of Life",Special,1,5.5,231,https://cdn.myanimelist.net/images/anime/2/45821.jpg
19279,Pony Metal U-GAIM Promotion Film,"Action, Mecha, Music, Parody, Sci-Fi",Special,1,5.5,298,https://cdn.myanimelist.net/images/anime/10/51693.jpg
3772,Saiko Robot Kombock,"Mecha, Sci-Fi",TV,25,5.5,2399,https://cdn.myanimelist.net/images/anime/4/20756.jpg
2591,Samurai Spirits: Haten Gouma no Shou,"Adventure, Historical, Samurai, Shounen",Special,1,5.5,1958,https://cdn.myanimelist.net/images/anime/6/49963.jpg
1515,Sentou Yousei Shoujo Tasukete! Mave-chan,"Comedy, Parody, Sci-Fi, Shounen, Super Power",OVA,1,5.5,2100,https://cdn.myanimelist.net/images/anime/2/20066.jpg
7423,The Tales of Rien Village #1: &quot;Toilet ni Ittokiya&quot;,Fantasy,ONA,1,5.5,365,https://cdn.myanimelist.net/images/anime/13/17755.jpg
12295,Tobacco to Hai,Adventure,Movie,1,5.5,319,https://cdn.myanimelist.net/images/anime/1186/107251.jpg
30251,Venus Project: Climax,"Action, Music",TV,6,5.5,4974,https://cdn.myanimelist.net/images/anime/8/74980.jpg
15891,Zekkyou Gakkyuu,"Shoujo, Supernatural",Special,3,5.5,1651,https://cdn.myanimelist.net/images/manga/3/146491.jpg
32934,Zonmi-chan: Meat Pie of the Dead,"Comedy, Horror, Supernatural",Special,1,5.5,676,https://cdn.myanimelist.net/images/anime/8/79602.jpg
21107,Buddy Spirits,"Action, Mecha",ONA,1,5.49,343,https://cdn.myanimelist.net/images/anime/13/55727.jpg
29609,Chinka,Action,Special,1,5.49,132,https://cdn.myanimelist.net/images/anime/12/71467.jpg
3320,Harbor Light Monogatari: Fashion Lala yori,Shoujo,OVA,1,5.49,800,https://cdn.myanimelist.net/images/anime/11/11234.jpg
30428,Hikenai Guitar wo Hikundaze,Music,Music,1,5.49,217,https://cdn.myanimelist.net/images/anime/12/72805.jpg
18425,Ikeike! Momon-chan Specials,Comedy,Special,3,5.49,321,https://cdn.myanimelist.net/images/anime/2/49327.jpg
2088,Nora,"Adventure, Sci-Fi, Space",OVA,1,5.49,486,https://cdn.myanimelist.net/images/anime/1886/128266.jpg
19171,Sanjougattai Transformers Go!,"Mecha, Sci-Fi, Shounen",OVA,10,5.49,256,https://cdn.myanimelist.net/images/anime/12/52537.jpg
5873,Tarou-san no Kisha,Action,Movie,1,5.49,662,https://cdn.myanimelist.net/images/anime/2/12516.jpg
20547,Top wo Nerae 2! Kagaku Kouza,Sci-Fi,Special,3,5.49,737,https://cdn.myanimelist.net/images/anime/1571/143252.jpg
12789,Yasashii Lion,"Fantasy, Kids, Music",Movie,1,5.49,186,https://cdn.myanimelist.net/images/anime/1238/112799.jpg
33103,Zekkyou Gakkyuu: Tensei,"Horror, Shoujo, Supernatural",Special,2,5.49,844,https://cdn.myanimelist.net/images/anime/4/79529.jpg
2147,Call Me Tonight,"Comedy, Horror, Romance, Sci-Fi",OVA,1,5.48,3777,https://cdn.myanimelist.net/images/anime/4/18490.jpg
6131,Charady no Joke na Mainichi,Comedy,TV,365,5.48,1612,https://cdn.myanimelist.net/images/anime/2/13420.jpg
2317,Hen,"Comedy, Ecchi",OVA,2,5.48,2153,https://cdn.myanimelist.net/images/anime/3/75788.jpg
17843,Inferno Cop: Fact Files,"Action, Comedy, Police",ONA,12,5.48,3846,https://cdn.myanimelist.net/images/anime/9/47569.jpg
8718,Itsumademo Tabibito,"Drama, Music",Music,1,5.48,226,https://cdn.myanimelist.net/images/anime/8/24054.jpg
7528,Kujira (1952),Fantasy,Movie,1,5.48,317,https://cdn.myanimelist.net/images/anime/1336/112595.jpg
23935,Kyutai Panic Adventure Returns!,"Action, Shounen, Super Power",Special,1,5.46,691,https://cdn.myanimelist.net/images/anime/3/62121.jpg
7497,Mikan-bune,Historical,Movie,1,5.48,190,https://cdn.myanimelist.net/images/anime/12/17997.jpg
13515,Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,Comedy,ONA,1,5.48,354,https://cdn.myanimelist.net/images/anime/11/37861.jpg
27687,Oshiri Kajiri Mushi (TV) 3rd Season,"Comedy, Kids",TV,10,5.48,335,https://cdn.myanimelist.net/images/anime/8/67051.jpg
3605,Princess Army: Wedding★Combat,"Action, Martial Arts, Romance, Shoujo",OVA,2,5.48,603,https://cdn.myanimelist.net/images/anime/4/6093.jpg
32764,Sun Set Sun,Music,Music,1,5.48,93,https://cdn.myanimelist.net/images/anime/4/78592.jpg
31439,Wagamama High Spec,"Comedy, School",TV,12,5.48,19984,https://cdn.myanimelist.net/images/anime/3/79135.jpg
8774,3-tsu no Hanashi,Fantasy,Special,1,5.47,257,https://cdn.myanimelist.net/images/anime/9/24207.jpg
33245,Ame-iro Cocoa in Hawaii,"Comedy, Slice of Life",TV,12,5.47,2516,https://cdn.myanimelist.net/images/anime/1727/111715.jpg
15525,Bokura no Hero,Music,Music,1,5.47,202,https://cdn.myanimelist.net/images/anime/12/42933.jpg
3026,Compiler,"Comedy, Drama, Romance, Sci-Fi",OVA,2,5.47,1028,https://cdn.myanimelist.net/images/anime/1989/94225.jpg
20919,Diabolik Lovers Recap,"Shoujo, Vampire",Special,1,5.47,11802,https://cdn.myanimelist.net/images/anime/9/55639.jpg
6939,Eien no Hou,"Fantasy, Sci-Fi",Movie,1,5.47,581,https://cdn.myanimelist.net/images/anime/2/16138.jpg
